sentiment,text
Negative,RT @aubreysitterson: My favorite moment from last night's #GOPDebate http://t.co/Vnc4IslI7q
Positive,RT @KatiePavlich: Fiorina didn't make a single mistake and made strong arguments with details to back them up. Excellent job. #GOPDebate
Neutral,"RT @Russian_Starr: If you're in NYC, turn in to @NY1at 7 p.m. You'll see me discussing NYC politics and the #GOPDebate."
Neutral,@HuntsmanAbby @SIRIUSXM @PeteDominick @krystalball #GOPDebate  @JonHuntsman https://t.co/AyxbtXwsKR Money Can't Buy Me Love? It Can -D Trump
Negative,I for one am shocked that the party whose audience booed an American soldier applauded a rallying cry to be meaner to people. #GOPDebate
Neutral,Donald Trump &amp; Hillary Clinton deserve each other. I guess if the parties nominate these 2 phonies then America deserves them too #GOPDebate
Neutral,"RT @geoffcaldwell: After prime time mess-fest last night, here's a visual thought from the real debate 3 hrs earlier. #GOPDebate #tcot http…"
Negative,"RT @scrowder: Talking all things #GOPDebate. Specifically, the complete massacre that happened at the hands of Carly Fiorina. #LwC"
Negative,"RT @jaxonsl: It was not a debate, it was just a heavily biased Q&amp;A. RT @libertyladyusa: Done! That's it folks! I'm confused LOL 

#GOPDebate"
Positive,Retrospect. I liked way @ScottWalker was respectfully #listening to other candidates in #gopdebate pictures. Very revealing.
Positive,"RT @KLSouth: Ted #Cruz was the smartest, most articulate man on stage at #GOPDebate - Most Presidential. https://t.co/Umk17vuktJ"
Negative,@stephenmengland @realDonaldTrump Donald Trump is starting to Implode but I doubt that his supporters even notice. #GOPDebate
Negative,RT @princessomuch: Yes! And true of most religions: women are unclean sexual distracters &amp; men are hapless victims #religion #GOPDebate htt…
Neutral,RT @CNNMoney: #GOPDebate recap: @realDonaldTrump vs. @megynkelly. Who won the night? http://t.co/YwdF7hJgdB By @brianstelter http://t.co/Lz…
Negative,.@GovMikeHuckabee @FrankLuntz Haha. Dream on. #GOPDebate
Neutral,"So…the #BestandBrightest did not show up on #Cleveland stage but they did show up on #Twitter ?
#GOPClownCar #GOPDebate"
Negative,RT @LilaGraceRose: .@megynkelly asks good question on track record of #pro-abortion position @realDonaldTrump. Answer: obfuscation from #Tr…
Negative,RT @PunkHistory: Congratulations to anyone who watched tonight's #GOPDebate and will respond tomorrow by starting a punk rock band.
Neutral,RT @JonyIveParody: I haven’t seen a room this white since I filmed my last Apple product video. #GOPDebate
Negative,"RT @Writeintrump: Ted Cruz really looks like a ventriloquist dummy. I'm not going to lie, it's freaking me out.  #GOPDebate"
Neutral,"RT @rentamob: In #GOPDebate, John Kasich showed himself to be an alternative to Jeb Bush, says @LindaJKillian:  http://t.co/qnNSctIzO7 via …"
Neutral,RT @ScottWalker: Russia &amp; China know more about @HillaryClinton’s email server than Congress #GOPdebate #Walker16     http://t.co/Sd0cpKGhw1
Neutral,Check out http://t.co/k1hbpWGv6w for a fresh political perspective! #blog #blogger #finchley1959 We update constantly! #GOPDebate
Positive,The #GOPDebate PROVED why @RealBenCarson is here for good.... @rfrasher90 #Neurosurgery #Deserving #POTUS #Genius http://t.co/2fF3OmzjSM
Positive,"Ted Cruz won that debate ""Imo"" 
#GOPDebate ""early numbers suggest record audience"" yea! people are watching"
Neutral,RT @ryanbeckwith: TRANSCRIPT: Here is the full and final text of the #GOPDebate http://t.co/Wp0C9V3utf http://t.co/WFyL0lwpoL
Negative,Basically #GOPDebate http://t.co/znxkpFq6y7
Neutral,"RT @Tea_Party_Chris: Debate fireworks! Fox News vs. Donald Trump http://t.co/Cc4UxDyuRO
#TrumpForPresident 
#Trump2016 
#GOPDebate 
#RedNat…"
Negative,Carly Fiorina wrote an op-ed for us at IJReview after her performance last night.  http://t.co/LdQE8KG2ZW #GOPDebate
Positive,"Even the media doesn't get it,  No one won last night's #GOPDebate.  ALL the men further alienated their base.  Carly was the only star."
Neutral,Highlight video from #Iowa debate parties last night.  Part 1. Full vid here. https://t.co/ZAQ07p8qY6 #GOPDebate http://t.co/wV0ivyqUdh
Neutral,RT @andreafed: God's on deck. #GOPDebate
Negative,RT @speechboy71: Also losers and dummies RT @PeterBeinart: .@realDonaldTrump: only abort non-superstars #GOPDebate
Positive,I like what Marco Rubio had to say at the beginning actually. #GOPdebate
Negative,"RT @JesseCox: Even God is rolling his eyes at these responses. We get it, you are super into Jesus. Just not what he does or says... #GOPDe…"
Neutral,RT @jjauthor: “@thehill: Hillary spent the #GOPDebate with Kim and Kanye: http://t.co/VbfNUAiAqo http://t.co/umgxs9lXnL�? The Three Stooges!
Neutral,I am hearing about the Fair tax again. #GOPDebate
Negative,Where do I find a YouTube compilation of all the ridiculous things said last night? #GOPDebate
Neutral,"I still don't know what a 'tsunami of drugs' is exactly, but it sounds like a great time to me. #DrugsMan #GOPDebate"
Positive,@GovMikeHuckabee Was fantastic in the debate.  On to the White House!  #imwithhuck #GOPDebate #th16 https://t.co/MyElASNpnb
Neutral,Who won? Are more people talking about this picture w/ @HillaryClinton or the #GOPDebate #Kardashian #Politics #Kanye http://t.co/z6B8vwv9VC
Neutral,Here's who really won the #GOPDebate: https://t.co/3SRDYFEH7J
Neutral,RT @WayneDupreeShow: I knew Chris Wallace was going to be a hack because he played his hand a couple days before the #GOPDebate
Negative,"RT @AmberJPhillips: “If you think it’s bad now, you should have seen it when I got there.�? #KKKorGOP #GOPDebate http://t.co/xURvNY2Ufe"
Negative,"RT @P0TUS: .@realDonaldTrump &lt;--- ""Pay no attention to those pesky facts behind the curtain""

#GOPDebate http://t.co/hxCUBSvTGL"
Positive,"RT @96Suns: @sallykohn Substantive, vigorous, revealing....it was probably just over your head. #GOPDebate"
Positive,"RT @TrumpIssues: Feminists can complain about the temperature in a room being a form of patriarchy, but Trump can't call one of them a slob…"
Negative,RT @michellemalkin: #gopdebate fact check via Julia Hahn==&gt; Marco Rubio: Still a fraud on border security/national security ==&gt; http://t.co…
Negative,"Not everyone is a fucking LGBT student struggling to pay bills Debs. 
#GOPDebate  https://t.co/qIrhkT79h2"
Neutral,RT @thehill: #GOPdebate winners and losers: http://t.co/s7s6XDovF7 http://t.co/MXbq7LBLgZ
Positive,"RT @mkdclsn: 29 RTs for truth, doing what you say. https://t.co/0RiaOiPYkQ Join @tedcruz's fight: http://t.co/qUSaXyQqVn #GOPDebate #RSR15"
Negative,The zone has warned folks about Fox News commentators like #MegynKelly for months...http://t.co/IZ6Z3APgBH in relation to #GOPDebate &amp; Trump
Neutral,RT @KelliSerio: . @megynkelly 'What are we going to do for our #veterans #GOPDebate #GOPdebtate
Neutral,"RT @evanmcmurry According to @gov, the most-retweeted candidate tweet of  #GOPDebate didn't come from a Republican: https://t.co/zoBxeX5Kza"
Neutral,RT @AndyRichter: Lincoln Chaffee should photobomb them just for snicks #GOPDebate
Neutral,"RT @danpfeiffer: Here's my late night not so hot take on the #GOPdebate. Short version, it's all abt Trump; Rubio good, Bush bad  http://t.…"
Negative,Trump is overrated and angry. @megynkelly was surprisingly good. #FuckTrump #GOPDebate  https://t.co/ghFpF8MOvF
Negative,RT @DesignerDeb3: @FoxNews Guess The Bush FIX WAS IN #GOPDebate ‼�? He Gets The Most Questions‼�? http://t.co/7Eyg5Ib8uK�?
Positive,Trump: ‘I Would’ Shut Down the Gov’t to Defund Planned Parenthood and Obamacare http://t.co/XiwhA8kjf7 Woot! #GOPDebate
Neutral,RT @edwrather: Last night at the debate we had an opportunity to hear the moderators debate Trump...the moderators lost #GOPDebate #Tcot #c…
Neutral,"RT @JeetendrSehdev: Authenticity and transparency is a cost to entry today, especially among Millennials and teens. #GOPDebate @OrlandoDish…"
Neutral,Time for Conservative women to get loud and proud/stop letting the hags have sole narrative for women.#GOPDebate ...Carly Fiorina nailed it!
Negative,What scares me most about #GOPDebate : the people who break into storms of applause at misogyny &amp; crazy talk.
Neutral,"Last night's @Politico focus group picked Mike Huckabee and Ted Cruz as the winners of the #GOPDebate.

https://t.co/tEIkAyJZT1"
Negative,"RT @lizadonnelly: I just published “Fake fights, Fetuses and Funny Hair�? My #GOPDebate cartoon roundup. https://t.co/26v9hrAHK2"
Negative,RT @operationrescue: Proaborts are afraid of Fiorina because she is articulate and smart and pro-life. A woman like that threatens them. #G…
Neutral,"RT @RealBenCarson: Supporter Question: ""What's your most overused word?"" My Answer: ""Oh my..."" A great day here at #GOPDebate. #BC2DC16 htt…"
Negative,@xjeremymx @IvanTheK completely agree. The #GOPDebate feed on Facebook was a joke.
Neutral,Well played @DIRECTV wasn't sure where FauxNews was to watch the clown show last night #GOPDebate chuckled at V. http://t.co/K2uaFCce5w
Negative,"RT @RadioFreeTom: Trump's answer on his businesses so far is the certifiable disaster of the night, right after his ""I buy influence"" comme…"
Negative,@realDonaldTrump where are your manners? #GOPDebate
Positive,RT @JacobEngels: .@realDonaldTrump is winning. Key takeaways from the #FoxDebate. http://t.co/DYLhHIHpDT #GOPDebate #sayfie #tcot #gop2016 …
Neutral,Twitter Users Takeover #GOPDebate Hashtag to Drag GOP Candidates https://t.co/lMzNoMpFMW #KKKorGOP http://t.co/EWEz899A0c
Neutral,"RT @GetEQUAL: Who said it, #KKKorGOP? “We need a hundred more like Jesse Helms in the U.S. Senate.�? #GOPdebate"
Neutral,"Really, the only people who seem upset with @BretBaier &amp; @megynkelly &amp; FOX are the people who backed Trump. #GOPDebate"
Neutral,"RT @hemdash: if you were actually having a life last night, GOOD NEWS! we live blogged the whole #GOPDebate for you —&gt; http://t.co/PR1BUdBH…"
Negative,RT @freedomtex: I would add Walker to the losers category because I can't remember anything he said. #GOPDebate https://t.co/RP0OeAc5WG
Neutral,RT @Tombx7M: The big winner from the #GOPdebate #wakeupAmerica http://t.co/5xgYM6ywvH
Positive,What about @BenCarson2016 . The American people should hear more from this guy. Amazed me at the #GOPDebate #OutnumberedFNC
Positive,What should you do the day after last night's #GOPDebate? Google @CarlyFiorina
Neutral,Officials warn you could die playing the #GOPdebate Drinking Game...but if any of them are elected you'll die... http://t.co/VfO2Diau0y
Negative,"RT @LilaGraceRose: ""Generations will look back at us and call us barbarians."" @marcorubio talking about America's killing of preborn childr…"
Negative,@vlanda Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube
Neutral,"This: 
#GOPDebate http://t.co/x8V9vBUlc6"
Neutral,"RT @Dagny_Galt: Shorter @JohnKasich: ""I am proud to embrace the Obama agenda &amp; expand government in Ohio.""  #RINO #GOPDebate #tcot #teapart…"
Positive,Did you know that @CarlyFiorina graduated from #Stanford #UofMaryland AND #MIT? I didn't -but know now! #Impressive #2ndLook #GOPDebate
Neutral,"How about next time, the big debate has 8 guaranteed slots with 2 wildcards based on the perf. at the small debate? #GOPDebate"
Negative,RT @raddicool: the mock presidential election closing statements on @RuPaulsDragRace were 10000x better than these train wrecks #GOPDebate
Negative,The photos of Rafael Cruz eating bacon off a semiautomatic is gayer than any same sex wedding. #gop #GOPDebate #tcot
Neutral,"RT @GovMikeHuckabee: I pledge to kill #CommonCore &amp; restore common sense. Education is a family function, not a fed function. #GOPdebate ht…"
Negative,"RT @Guzman: Top 3 #Republican priorities:
1:  Gays
2:  Whitehouse white again
3:  Jesus 

#GOPDebate"
Positive,RT @mynor: This is Men's Warehouse's biggest night. #GOPDebate #ClownCarDumpsterFire
Negative,RT @lucyamorris: If GOP is so against all abortion (even in case of rape/incest) where is the support after the birth? Pro-birth =/= pro-li…
Negative,"@thedailybeast: WATCH: Trump's disgusting ""drop to your knees"" comment (mentioned @ #GOPdebate  http://t.co/yyz21reoOD #trumpisapig #fb"
Neutral,I honestly really want to hear what Ben Carson has to say #GOPDebate
Neutral,"RT @JillStanek: ""I’m not sure that’s a correct assessment of my record. I have never advocated that."" @marcorubio on rape/incest exception …"
Positive,RT @RealBenCarson: Just wanted to say good luck to all the #GOPDebate candidates taking the stage shortly for the First Debate at 5:00PM.
Negative,RT @PayAttnLibs: This #GOPDebate would be over by now if @megynkelly could just pull out a gun and shoot Trump. Clear it's what she wants
Neutral,I didn't watch the #GOPDebate I need some highlights of the dumb shit they said. Like #RonaldRaven lmao
Negative,"RT @steviecoolest: #GOPDebate
Cands/Mods: Trump, you can't run independent! We'll lose!
Me: Your last pick said http://t.co/c2r0qZdexv was …"
Neutral,RT @bkurbs: What are you saying? @realDonaldTrump #GOPDebate http://t.co/mSq6cN6B3s
Neutral,RT @Reince: Follow @GOP &amp; #GOPDebate to engage &amp; share your opinion on the #GOPDebate!  http://t.co/pN4D3ERnnm http://t.co/I0Igfv9nHj
Positive,Chris Christie seems pretty chill. #GOPDebate
Negative,Who won #GOPDebate? The real question is who's #TheBiggestLoser. #CNN #FoxDebate #Hillary2016
Negative,"RT @BiasedGirl: ""Donald Trump is not a Conservative"" ~ @AndrewBreitbart   #GOPDebate #DumpTrump"
Neutral,‘ONLY ROSIE': Donald Trump Takes a Dig at Rosie O’Donnell During #GOPDebate… the Crowd Roars..... http://t.co/39sqc4VTVc via @regisgiles
Neutral,Something something #GOPDebate
Negative,"Fox News keeps hammering, according to plan, how great Carly Fiorina was last night—but I don't remember a word she said. #GOPDebate"
Neutral,"#Repost @thelmurrieta with repostapp.
・・・
After last night's #GOPDebate. https://t.co/SOtTPh4UtY"
Neutral,RT @JaysWorldLive: Why should he?  It's already been said.  Would apology be believable?  #GOPDebate  https://t.co/1mUbzwAMWu
Positive,"On substance, Rand Paul bested Christie Kreme. http://t.co/GCsszPjtHT #NSA #GOPDebate #StandwithRand"
Negative,@WomenRadio Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube
Neutral,"#GOPDebate #JonVoyage - Thoughts on the events of last night on TV, including the Republican debate and Jon... http://t.co/pz4tiAOnBL"
Negative,"I'm going to have a stroke if I read, see or hear the word ""rhetoric"" one more time. Barf. #GOPDebate"
Positive,What a great #GOPDebate ! I think the Republican Party won the whole thing. They have some great candidates!
Negative,@megynkelly #GOPDebate You should have been objective your bias got in the way I can only wonder who's agenda you were carrying out #MSM
Neutral,The big twist of the #GOPDebate is that @RandPaul swapped bodies with his teenage son after a Chinese earthquake yesterday morning.
Negative,RT @naheitzeg: Beware #scottwalker #Koch extremist. Scott Walker Gets Schooled by His Neighbor @GovMarkDayton http://t.co/frkBjl5k1h #GOPDe…
Positive,#BenedictCumberbatch showed #US   #Instagram #Luv #Lazers #StraightOutta #Brooklyn on fleek like the #GOPDebate http://t.co/eaDMd4rhMs
Negative,Today's GOP is a crazy white dude in a darkened theater. They are out to destroy us.  #GOPDebate
Negative,Oh yeah that's right Ben Carson is still here #GOPDebate
Neutral,RT @4BillLewis: .@Rosie O'Donnell Responds to @realDonaldTrump Mid-Debate Insult http://t.co/hvN3G3c9Kq http://t.co/jPpgQi9TBN #GOPDebate #…
